Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
10‑Aug‑2015,Canada Masters,Hard,R32,9,60,(7)Nadal d. Sergiy Stakhovsky [UKR],7-6(4) 6-3,Rafael Nadal,Sergiy Stakhovsky,W,,1.68,6.6%,3.3%,72.1%,84.1%,58.8%,2/4,
27‑Jul‑2015,Hamburg,Clay,F,10,32,(1)Nadal d. (8)Fabio Fognini [ITA],7-5 7-5,Rafael Nadal,Fabio Fognini,W,(ch),1.15,1.0%,3.0%,81.0%,55.6%,52.6%,9/14,2:34
27‑Jul‑2015,Hamburg,Clay,SF,10,26,(1)Nadal d. (4)Andreas Seppi [ITA],6-1 6-2,Rafael Nadal,Andreas Seppi,W,,1.89,2.5%,7.5%,80.0%,71.9%,37.5%,0/2,
27‑Jul‑2015,Hamburg,Clay,QF,10,31,(1)Nadal d. (5)Pablo Cuevas [URU],6-3 6-2,Rafael Nadal,Pablo Cuevas,W,,1.75,0.0%,4.5%,75.0%,75.8%,54.5%,1/2,
27‑Jul‑2015,Hamburg,Clay,R16,10,45,(1)Nadal d. Jiri Vesely [CZE],6-4 7-6(2),Rafael Nadal,Jiri Vesely,W,,1.06,0.0%,8.4%,79.5%,59.1%,41.2%,3/7,
27‑Jul‑2015,Hamburg,Clay,R32,10,41,(1)Nadal d. Fernando Verdasco [ESP],3-6 6-1 6-1,Rafael Nadal,Fernando Verdasco,W,,1.30,2.5%,0.0%,72.5%,63.8%,59.1%,7/9,
29‑Jun‑2015,Wimbledon,Grass,R64,10,102,(Q)Dustin Brown [GER] d. (10)Nadal,7-5 3-6 6-4 6-4,Rafael Nadal,Dustin Brown,L,(ch),0.82,6.9%,2.3%,71.5%,68.8%,45.9%,7/11,
29‑Jun‑2015,Wimbledon,Grass,R128,10,42,(10)Nadal d. Thomaz Bellucci [BRA],6-4 6-2 6-4,Rafael Nadal,Thomaz Bellucci,W,,1.31,1.2%,6.0%,59.0%,65.3%,64.7%,4/6,
15‑Jun‑2015,Queen's Club,Grass,R32,10,79,Alexandr Dolgopolov [UKR] d. (5)Nadal,6-3 6-7(6) 6-4,Rafael Nadal,Alexandr Dolgopolov,L,,1.00,5.3%,2.1%,70.5%,65.7%,71.4%,4/7,
8‑Jun‑2015,Stuttgart,Grass,F,10,28,(1)Nadal d. (8)Viktor Troicki [SRB],7-6(3) 6-3,Rafael Nadal,Viktor Troicki,W,(ch),1.12,16.9%,6.2%,75.4%,85.7%,56.3%,1/1,1:26
8‑Jun‑2015,Stuttgart,Grass,SF,10,16,(1)Nadal d. (4)Gael Monfils [FRA],6-3 6-4,Rafael Nadal,Gael Monfils,W,,1.34,0.0%,0.0%,61.3%,76.3%,66.7%,4/4,
8‑Jun‑2015,Stuttgart,Grass,QF,10,24,(1)Nadal d. (5)Bernard Tomic [AUS],6-4 6-7(6) 6-3,Rafael Nadal,Bernard Tomic,W,,1.07,12.7%,4.5%,68.2%,80.0%,45.7%,8/9,
8‑Jun‑2015,Stuttgart,Grass,R16,10,63,(1)Nadal d. Marcos Baghdatis [CYP],7-6(5) 6-7(4) 6-2,Rafael Nadal,Marcos Baghdatis,W,,1.06,6.3%,0.9%,68.8%,72.7%,51.4%,10/12,
24‑May‑2015,Roland Garros,Clay,QF,7,1,(1)Novak Djokovic [SRB] d. (6)Nadal,7-5 6-3 6-1,Rafael Nadal,Novak Djokovic,L,(ch),0.61,3.2%,2.2%,60.2%,58.9%,37.8%,11/18,2:26
24‑May‑2015,Roland Garros,Clay,R16,7,37,(6)Nadal d. Jack Sock [USA],6-3 6-1 5-7 6-2,Rafael Nadal,Jack Sock,W,,1.42,1.0%,2.0%,66.3%,69.2%,57.6%,3/7,2:52
24‑May‑2015,Roland Garros,Clay,R32,7,120,(6)Nadal d. Andrey Kuznetsov [RUS],6-1 6-3 6-2,Rafael Nadal,Andrey Kuznetsov,W,,1.42,1.3%,1.3%,58.8%,57.4%,69.7%,4/6,2:01
24‑May‑2015,Roland Garros,Clay,R64,7,154,(6)Nadal d. Nicolas Almagro [ESP],6-4 6-3 6-1,Rafael Nadal,Nicolas Almagro,W,,1.31,5.4%,3.2%,67.7%,73.0%,43.3%,6/7,2:19
24‑May‑2015,Roland Garros,Clay,R128,7,296,(6)Nadal d. (WC)Quentin Halys [FRA],6-3 6-3 6-4,Rafael Nadal,Quentin Halys,W,,2.00,0.0%,1.4%,69.4%,82.0%,63.6%,1/2,1:50
10‑May‑2015,Rome Masters,Clay,QF,7,9,(8)Stan Wawrinka [SUI] d. (4)Nadal,7-6(7) 6-2,Rafael Nadal,Stan Wawrinka,L,,0.93,1.4%,0.0%,70.3%,67.3%,36.4%,3/7,2:06
10‑May‑2015,Rome Masters,Clay,R16,7,17,(4)Nadal d. (16)John Isner [USA],6-4 6-4,Rafael Nadal,John Isner,W,(ch),1.57,5.9%,5.9%,76.5%,89.7%,41.7%,0/0,1:20
10‑May‑2015,Rome Masters,Clay,R32,7,87,(4)Nadal d. (Q)Marsel Ilhan [TUR],6-2 6-0,Rafael Nadal,Marsel Ilhan,W,,1.97,4.8%,2.4%,61.9%,92.3%,37.5%,2/2,1:15
3‑May‑2015,Madrid Masters,Clay,F,4,3,(2)Andy Murray [GBR] d. (3)Nadal,6-3 6-2,Rafael Nadal,Andy Murray,L,(ch),0.70,2.1%,2.1%,72.3%,67.6%,46.2%,3/6,1:29
3‑May‑2015,Madrid Masters,Clay,SF,4,7,(3)Nadal d. (6)Tomas Berdych [CZE],7-6(3) 6-1,Rafael Nadal,Tomas Berdych,W,(ch),2.18,3.6%,0.0%,67.3%,86.5%,72.2%,0/0,1:44
3‑May‑2015,Madrid Masters,Clay,QF,4,11,(3)Nadal d. (10)Grigor Dimitrov [BUL],6-3 6-4,Rafael Nadal,Grigor Dimitrov,W,,1.33,7.3%,1.8%,69.1%,63.2%,58.8%,3/5,1:48
3‑May‑2015,Madrid Masters,Clay,R16,4,63,(3)Nadal d. Simone Bolelli [ITA],6-2 6-2,Rafael Nadal,Simone Bolelli,W,,1.76,4.2%,4.2%,70.8%,76.5%,64.3%,2/2,1:13
3‑May‑2015,Madrid Masters,Clay,R32,4,54,(3)Nadal d. Steve Johnson [USA],6-4 6-3,Rafael Nadal,Steve Johnson,W,,1.70,0.0%,0.0%,82.6%,81.6%,62.5%,0/0,1:14
20‑Apr‑2015,Barcelona,Clay,R16,4,30,(13)Fabio Fognini [ITA] d. (2)Nadal,6-4 7-6(6),Rafael Nadal,Fabio Fognini,L,(ch),0.90,1.4%,0.0%,70.4%,58.0%,52.4%,4/8,2:01
20‑Apr‑2015,Barcelona,Clay,R32,4,123,(2)Nadal d. Nicolas Almagro [ESP],6-3 6-1,Rafael Nadal,Nicolas Almagro,W,,1.43,4.6%,0.0%,61.5%,62.5%,60.0%,8/9,1:39
12‑Apr‑2015,Monte Carlo Masters,Clay,SF,5,1,(1)Novak Djokovic [SRB] d. (3)Nadal,6-3 6-3,Rafael Nadal,Novak Djokovic,L,(ch),0.69,3.0%,4.5%,65.2%,58.1%,47.8%,6/10,1:38
12‑Apr‑2015,Monte Carlo Masters,Clay,QF,5,7,(3)Nadal d. (5)David Ferrer [ESP],6-4 5-7 6-2,Rafael Nadal,David Ferrer,W,(ch),1.15,0.0%,2.0%,73.7%,60.3%,53.8%,3/7,2:45
12‑Apr‑2015,Monte Carlo Masters,Clay,R16,5,19,(3)Nadal d. (15)John Isner [USA],7-6(6) 4-6 6-3,Rafael Nadal,John Isner,W,,1.51,7.8%,0.0%,73.3%,77.3%,75.0%,2/3,2:20
12‑Apr‑2015,Monte Carlo Masters,Clay,R32,5,108,(3)Nadal d. (WC)Lucas Pouille [FRA],6-2 6-1,Rafael Nadal,Lucas Pouille,W,,2.14,0.0%,0.0%,63.6%,89.3%,50.0%,0/0,1:09
25‑Mar‑2015,Miami Masters,Hard,R32,3,34,(29)Fernando Verdasco [ESP] d. (2)Nadal,6-4 2-6 6-3,Rafael Nadal,Fernando Verdasco,L,,1.03,2.5%,3.8%,69.6%,69.1%,54.2%,3/6,2:15
25‑Mar‑2015,Miami Masters,Hard,R64,3,74,(2)Nadal d. Nicolas Almagro [ESP],6-4 6-2,Rafael Nadal,Nicolas Almagro,W,,1.50,0.0%,7.0%,64.9%,78.4%,60.0%,3/3,1:30
12‑Mar‑2015,Indian Wells Masters,Hard,QF,3,6,(6)Milos Raonic [CAN] d. (3)Nadal,4-6 7-6(10) 7-5,Rafael Nadal,Milos Raonic,L,(ch),1.32,6.8%,1.0%,64.1%,81.8%,64.9%,3/4,2:58
12‑Mar‑2015,Indian Wells Masters,Hard,R16,3,14,(3)Nadal d. (13)Gilles Simon [FRA],6-2 6-4,Rafael Nadal,Gilles Simon,W,,1.54,8.5%,0.0%,70.2%,72.7%,57.1%,2/4,1:19
12‑Mar‑2015,Indian Wells Masters,Hard,R32,3,47,(3)Nadal d. Donald Young [USA],6-4 6-2,Rafael Nadal,Donald Young,W,,1.31,1.7%,5.0%,63.3%,60.5%,50.0%,3/6,1:21
12‑Mar‑2015,Indian Wells Masters,Hard,R64,3,134,(3)Nadal d. Igor Sijsling [NED],6-4 6-2,Rafael Nadal,Igor Sijsling,W,,2.54,2.3%,2.3%,52.3%,95.7%,71.4%,1/1,1:13
23‑Feb‑2015,Buenos Aires,Clay,F,4,60,(1)Nadal d. Juan Monaco [ARG],6-4 6-1,Rafael Nadal,Juan Monaco,W,(ch),1.52,2.0%,0.0%,77.6%,78.9%,36.4%,0/0,1:27
23‑Feb‑2015,Buenos Aires,Clay,SF,4,74,(1)Nadal d. Carlos Berlocq [ARG],7-6(7) 6-2,Rafael Nadal,Carlos Berlocq,W,,1.18,1.4%,1.4%,62.5%,71.1%,59.3%,3/4,1:53
23‑Feb‑2015,Buenos Aires,Clay,QF,4,59,(1)Nadal d. Federico Delbonis [ARG],6-1 6-1,Rafael Nadal,Federico Delbonis,W,(ch),2.39,0.0%,5.3%,63.2%,83.3%,64.3%,0/0,1:02
23‑Feb‑2015,Buenos Aires,Clay,R16,4,146,(1)Nadal d. (Q)Facundo Arguello [ARG],6-4 6-0,Rafael Nadal,Facundo Arguello,W,,2.01,4.8%,0.0%,71.4%,76.7%,58.3%,2/3,1:05
16‑Feb‑2015,Rio de Janeiro,Clay,SF,3,28,(4)Fabio Fognini [ITA] d. (1)Nadal,1-6 6-2 7-5,Rafael Nadal,Fabio Fognini,L,(ch),0.90,0.0%,6.6%,61.5%,64.3%,42.9%,4/9,2:18
16‑Feb‑2015,Rio de Janeiro,Clay,QF,3,23,(1)Nadal d. (6)Pablo Cuevas [URU],4-6 7-5 6-0,Rafael Nadal,Pablo Cuevas,W,,1.54,2.8%,4.2%,63.9%,76.1%,65.4%,0/2,2:05
16‑Feb‑2015,Rio de Janeiro,Clay,R16,3,55,(1)Nadal d. Pablo Carreno Busta [ESP],7-5 6-3,Rafael Nadal,Pablo Carreno Busta,W,(ch),1.10,5.5%,1.4%,67.1%,61.2%,66.7%,2/3,2:02
16‑Feb‑2015,Rio de Janeiro,Clay,R32,3,64,(1)Nadal d. Thomaz Bellucci [BRA],6-4 6-1,Rafael Nadal,Thomaz Bellucci,W,(ch),1.63,4.7%,0.0%,72.1%,64.5%,66.7%,0/2,1:32
19‑Jan‑2015,Australian Open,Hard,QF,3,7,(7)Tomas Berdych [CZE] d. (3)Nadal,6-2 6-0 7-6(5),Rafael Nadal,Tomas Berdych,L,(ch),0.66,3.7%,7.3%,74.4%,63.9%,28.6%,5/10,2:13
19‑Jan‑2015,Australian Open,Hard,R16,3,15,(3)Nadal d. (14)Kevin Anderson [RSA],7-5 6-1 6-4,Rafael Nadal,Kevin Anderson,W,,1.26,3.4%,3.4%,67.0%,78.0%,65.5%,6/6,2:06
19‑Jan‑2015,Australian Open,Hard,R32,3,106,(3)Nadal d. Dudi Sela [ISR],6-1 6-0 7-5,Rafael Nadal,Dudi Sela,W,,1.79,5.3%,0.0%,68.0%,76.5%,62.5%,7/7,2:04
19‑Jan‑2015,Australian Open,Hard,R64,3,112,(3)Nadal d. (Q)Tim Smyczek [USA],6-2 3-6 6-7(2) 6-3 7-5,Rafael Nadal,Tim Smyczek,W,,1.06,1.9%,4.5%,63.6%,69.4%,51.8%,2/7,4:12
19‑Jan‑2015,Australian Open,Hard,R128,3,49,(3)Nadal d. Mikhail Youzhny [RUS],6-3 6-2 6-2,Rafael Nadal,Mikhail Youzhny,W,,3.52,7.0%,5.3%,61.4%,88.6%,81.8%,1/1,1:50
5‑Jan‑2015,Doha,Hard,R32,3,127,(Q)Michael Berrer [GER] d. (2)Nadal,1-6 6-3 6-4,Rafael Nadal,Michael Berrer,L,(ch),1.09,2.8%,1.4%,66.7%,70.8%,62.5%,2/4,1:56
20‑Oct‑2014,Basel,Hard,QF,3,124,(WC)Borna Coric [CRO] d. (2)Nadal,6-2 7-6(4),Rafael Nadal,Borna Coric,L,,0.88,1.7%,0.0%,73.3%,68.2%,43.8%,2/5,1:41
20‑Oct‑2014,Basel,Hard,R16,3,120,(2)Nadal d. (Q)Pierre Hugues Herbert [FRA],6-1 6-1,Rafael Nadal,Pierre Hugues Herbert,W,,2.32,0.0%,2.4%,70.7%,72.4%,75.0%,2/2,0:57
20‑Oct‑2014,Basel,Hard,R32,3,75,(2)Nadal d. (Q)Simone Bolelli [ITA],6-2 6-2,Rafael Nadal,Simone Bolelli,W,,1.81,5.8%,0.0%,69.2%,80.6%,50.0%,0/0,1:12
5‑Oct‑2014,Shanghai Masters,Hard,R32,2,21,Feliciano Lopez [ESP] d. (2)Nadal,6-3 7-6(6),Rafael Nadal,Feliciano Lopez,L,,0.83,7.4%,1.5%,67.6%,63.0%,59.1%,2/4,1:44
29‑Sep‑2014,Beijing,Hard,QF,2,56,(Q)Martin Klizan [SVK] d. (2)Nadal,6-7(7) 6-4 6-3,Rafael Nadal,Martin Klizan,L,,0.74,2.0%,3.0%,62.4%,73.0%,31.6%,9/14,2:37
29‑Sep‑2014,Beijing,Hard,R16,2,122,(2)Nadal d. (Q)Peter Gojowczyk [GER],6-3 6-4,Rafael Nadal,Peter Gojowczyk,W,,1.63,9.8%,3.3%,65.6%,85.0%,52.4%,3/3,1:45
29‑Sep‑2014,Beijing,Hard,R32,2,22,(2)Nadal d. Richard Gasquet [FRA],6-4 6-0,Rafael Nadal,Richard Gasquet,W,,1.62,7.3%,1.8%,69.1%,73.7%,58.8%,3/3,1:19
23‑Jun‑2014,Wimbledon,Grass,R16,1,144,(WC)Nick Kyrgios [AUS] d. (2)Nadal,7-6(5) 5-7 7-6(5) 6-3,Rafael Nadal,Nick Kyrgios,L,(ch),0.95,8.0%,2.2%,73.0%,77.0%,59.5%,3/4,2:58
23‑Jun‑2014,Wimbledon,Grass,R32,1,63,(2)Nadal d. Mikhail Kukushkin [KAZ],6-7(4) 6-1 6-1 6-1,Rafael Nadal,Mikhail Kukushkin,W,(ch),2.10,9.7%,0.0%,66.7%,77.4%,77.4%,2/2,2:34
23‑Jun‑2014,Wimbledon,Grass,R64,1,52,(2)Nadal d. Lukas Rosol [CZE],4-6 7-6(6) 6-4 6-4,Rafael Nadal,Lukas Rosol,W,(ch),1.18,8.9%,2.4%,78.9%,75.3%,61.5%,3/5,2:44
23‑Jun‑2014,Wimbledon,Grass,R128,1,51,(2)Nadal d. Martin Klizan [SVK],4-6 6-3 6-3 6-3,Rafael Nadal,Martin Klizan,W,,1.17,5.0%,2.5%,71.9%,72.4%,41.2%,10/13,2:55
9‑Jun‑2014,Halle,Grass,R16,1,85,(WC)Dustin Brown [GER] d. (1)Nadal,6-4 6-1,Rafael Nadal,Dustin Brown,L,(ch),0.63,4.3%,0.0%,68.1%,68.8%,40.0%,6/9,1:00
26‑May‑2014,Roland Garros,Clay,F,1,2,(1)Nadal d. (2)Novak Djokovic [SRB],3-6 7-5 6-2 6-4,Rafael Nadal,Novak Djokovic,W,(ch),1.18,2.5%,3.3%,70.0%,72.6%,50.0%,6/9,3:31
26‑May‑2014,Roland Garros,Clay,SF,1,8,(1)Nadal d. (7)Andy Murray [GBR],6-3 6-2 6-1,Rafael Nadal,Andy Murray,W,(ch),2.99,3.4%,3.4%,76.3%,91.1%,57.1%,0/0,1:40
26‑May‑2014,Roland Garros,Clay,QF,1,5,(1)Nadal d. (5)David Ferrer [ESP],4-6 6-4 6-0 6-1,Rafael Nadal,David Ferrer,W,(ch),1.39,1.0%,1.0%,61.8%,68.3%,56.4%,11/14,2:34
26‑May‑2014,Roland Garros,Clay,R16,1,83,(1)Nadal d. Dusan Lajovic [SRB],6-1 6-2 6-1,Rafael Nadal,Dusan Lajovic,W,(ch),2.69,0.0%,1.7%,62.7%,81.1%,63.6%,3/4,1:33
26‑May‑2014,Roland Garros,Clay,R32,1,65,(1)Nadal d. Leonardo Mayer [ARG],6-2 7-5 6-2,Rafael Nadal,Leonardo Mayer,W,(ch),1.63,0.0%,1.2%,72.3%,70.0%,65.2%,6/8,2:17
26‑May‑2014,Roland Garros,Clay,R64,1,57,(1)Nadal d. Dominic Thiem [AUT],6-2 6-2 6-3,Rafael Nadal,Dominic Thiem,W,(ch),1.65,0.0%,0.0%,68.4%,66.7%,68.0%,2/4,2:05
26‑May‑2014,Roland Garros,Clay,R128,1,279,(1)Nadal d. (WC)Robby Ginepri [USA],6-0 6-3 6-0,Rafael Nadal,Robby Ginepri,W,(ch),2.75,1.9%,0.0%,57.7%,86.7%,68.2%,1/1,1:42
11‑May‑2014,Rome Masters,Clay,F,1,2,(2)Novak Djokovic [SRB] d. (1)Nadal,4-6 6-3 6-3,Rafael Nadal,Novak Djokovic,L,(ch),0.72,0.0%,2.2%,75.3%,54.3%,43.5%,8/14,2:19
11‑May‑2014,Rome Masters,Clay,SF,1,14,(1)Nadal d. (12)Grigor Dimitrov [BUL],6-2 6-2,Rafael Nadal,Grigor Dimitrov,W,(ch),1.66,1.8%,0.0%,80.0%,65.9%,72.7%,3/3,1:23
11‑May‑2014,Rome Masters,Clay,QF,1,8,(1)Nadal d. (7)Andy Murray [GBR],1-6 6-3 7-5,Rafael Nadal,Andy Murray,W,(ch),1.18,7.0%,1.2%,70.9%,67.2%,52.0%,6/10,2:41
11‑May‑2014,Rome Masters,Clay,R16,1,16,(1)Nadal d. (14)Mikhail Youzhny [RUS],6-7(4) 6-2 6-1,Rafael Nadal,Mikhail Youzhny,W,(ch),1.29,1.0%,4.0%,75.8%,73.3%,29.2%,7/9,2:44
11‑May‑2014,Rome Masters,Clay,R32,1,30,(1)Nadal d. Gilles Simon [FRA],7-6(1) 6-7(4) 6-2,Rafael Nadal,Gilles Simon,W,(ch),1.13,3.7%,1.8%,78.9%,61.6%,56.5%,6/10,3:19
4‑May‑2014,Madrid Masters,Clay,F,1,12,(1)Nadal d. (10)Kei Nishikori [JPN],2-6 6-4 3-0 RET,Rafael Nadal,Kei Nishikori,W,(ch),1.34,7.3%,3.6%,78.2%,72.1%,58.3%,3/6,1:43
4‑May‑2014,Madrid Masters,Clay,SF,1,45,(1)Nadal d. Roberto Bautista Agut [ESP],6-4 6-3,Rafael Nadal,Roberto Bautista Agut,W,(ch),1.48,3.9%,5.9%,68.6%,71.4%,56.3%,2/4,1:43
4‑May‑2014,Madrid Masters,Clay,QF,1,6,(1)Nadal d. (6)Tomas Berdych [CZE],6-4 6-2,Rafael Nadal,Tomas Berdych,W,(ch),1.51,7.4%,0.0%,75.9%,78.0%,53.8%,1/1,1:28
4‑May‑2014,Madrid Masters,Clay,R16,1,57,(1)Nadal d. Jarkko Nieminen [FIN],6-1 6-4,Rafael Nadal,Jarkko Nieminen,W,(ch),1.47,3.9%,0.0%,74.5%,65.8%,61.5%,3/4,1:20
4‑May‑2014,Madrid Masters,Clay,R32,1,56,(1)Nadal d. Juan Monaco [ARG],6-1 6-0,Rafael Nadal,Juan Monaco,W,(ch),2.08,6.8%,0.0%,79.5%,68.6%,55.6%,1/2,1:09
21‑Apr‑2014,Barcelona,Clay,QF,1,20,(6)Nicolas Almagro [ESP] d. (1)Nadal,2-6 7-6(5) 6-4,Rafael Nadal,Nicolas Almagro,L,(ch),1.17,2.2%,4.4%,67.0%,70.5%,46.7%,3/7,2:47
21‑Apr‑2014,Barcelona,Clay,R16,1,37,(1)Nadal d. Ivan Dodig [CRO],6-3 6-3,Rafael Nadal,Ivan Dodig,W,(ch),1.62,2.1%,0.0%,75.0%,69.4%,75.0%,0/1,1:24
21‑Apr‑2014,Barcelona,Clay,R32,1,103,(1)Nadal d. Albert Ramos [ESP],7-6(2) 6-4,Rafael Nadal,Albert Ramos,W,(ch),1.36,1.4%,0.0%,72.9%,68.6%,63.2%,2/4,1:57
13‑Apr‑2014,Monte Carlo Masters,Clay,QF,1,6,(6)David Ferrer [ESP] d. (1)Nadal,7-6(1) 6-4,Rafael Nadal,David Ferrer,L,(ch),0.89,1.3%,2.5%,61.3%,59.2%,45.2%,6/10,2:14
13‑Apr‑2014,Monte Carlo Masters,Clay,R16,1,35,(1)Nadal d. Andreas Seppi [ITA],6-1 6-3,Rafael Nadal,Andreas Seppi,W,(ch),1.77,4.4%,4.4%,64.4%,82.8%,43.8%,5/6,1:14
13‑Apr‑2014,Monte Carlo Masters,Clay,R32,1,58,(1)Nadal d. (Q)Teymuraz Gabashvili [RUS],6-4 6-1,Rafael Nadal,Teymuraz Gabashvili,W,(ch),1.79,3.8%,0.0%,75.0%,79.5%,23.1%,2/4,1:13
19‑Mar‑2014,Miami Masters,Hard,F,1,2,(2)Novak Djokovic [SRB] d. (1)Nadal,6-3 6-3,Rafael Nadal,Novak Djokovic,L,(ch),0.51,3.8%,1.9%,71.2%,59.5%,46.7%,1/4,1:24
19‑Mar‑2014,Miami Masters,Hard,SF,1,7,(1)Nadal d. (7)Tomas Berdych [CZE],W/O,Rafael Nadal,Tomas Berdych,W,,,,,,,,,
19‑Mar‑2014,Miami Masters,Hard,QF,1,12,(1)Nadal d. (12)Milos Raonic [CAN],4-6 6-2 6-4,Rafael Nadal,Milos Raonic,W,(ch),1.37,2.4%,2.4%,75.0%,74.6%,57.1%,2/3,2:36
19‑Mar‑2014,Miami Masters,Hard,R16,1,14,(1)Nadal d. (14)Fabio Fognini [ITA],6-2 6-2,Rafael Nadal,Fabio Fognini,W,(ch),5.35,8.6%,2.9%,65.7%,95.7%,83.3%,0/0,1:02
19‑Mar‑2014,Miami Masters,Hard,R32,1,57,(1)Nadal d. Denis Istomin [UZB],6-1 6-0,Rafael Nadal,Denis Istomin,W,(ch),2.47,8.6%,0.0%,77.1%,70.4%,87.5%,3/3,1:00
19‑Mar‑2014,Miami Masters,Hard,R64,1,44,(1)Nadal d. Lleyton Hewitt [AUS],6-1 6-3,Rafael Nadal,Lleyton Hewitt,W,(ch),2.74,2.5%,0.0%,62.5%,80.0%,86.7%,0/0,1:09
6‑Mar‑2014,Indian Wells Masters,Hard,R32,1,31,(28)Alexandr Dolgopolov [UKR] d. (1)Nadal,6-3 3-6 7-6(5),Rafael Nadal,Alexandr Dolgopolov,L,(ch),1.14,2.3%,1.1%,63.2%,70.9%,53.1%,1/5,2:19
6‑Mar‑2014,Indian Wells Masters,Hard,R64,1,50,(1)Nadal d. Radek Stepanek [CZE],2-6 6-4 7-5,Rafael Nadal,Radek Stepanek,W,(ch),1.22,2.5%,9.9%,65.4%,83.0%,39.3%,5/8,2:24
17‑Feb‑2014,Rio de Janeiro,Clay,F,1,54,(1)Nadal d. Alexandr Dolgopolov [UKR],6-3 7-6(3),Rafael Nadal,Alexandr Dolgopolov,W,(ch),1.42,4.4%,0.0%,63.2%,79.1%,56.0%,3/4,1:41
17‑Feb‑2014,Rio de Janeiro,Clay,SF,1,40,(1)Nadal d. (8)Pablo Andujar [ESP],2-6 6-3 7-6(10),Rafael Nadal,Pablo Andujar,W,(ch),0.89,3.3%,3.3%,59.5%,72.2%,44.9%,11/14,2:47
17‑Feb‑2014,Rio de Janeiro,Clay,QF,1,48,(1)Nadal d. Joao Sousa [POR],6-1 6-0,Rafael Nadal,Joao Sousa,W,(ch),1.70,8.5%,6.4%,70.2%,72.7%,50.0%,3/3,1:16
17‑Feb‑2014,Rio de Janeiro,Clay,R16,1,72,(1)Nadal d. Albert Montanes [ESP],6-1 6-2,Rafael Nadal,Albert Montanes,W,(ch),1.52,0.0%,3.9%,64.7%,63.6%,55.6%,2/3,1:15
17‑Feb‑2014,Rio de Janeiro,Clay,R32,1,84,(1)Nadal d. Daniel Gimeno Traver [ESP],6-3 7-5,Rafael Nadal,Daniel Gimeno Traver,W,(ch),1.51,1.6%,1.6%,57.4%,77.1%,65.4%,2/3,1:41
13‑Jan‑2014,Australian Open,Hard,F,1,8,(8)Stan Wawrinka [SUI] d. (1)Nadal,6-3 6-2 3-6 6-3,Rafael Nadal,Stan Wawrinka,L,(ch),0.66,0.9%,2.8%,77.8%,59.5%,41.7%,10/15,2:21
13‑Jan‑2014,Australian Open,Hard,SF,1,6,(1)Nadal d. (6)Roger Federer [SUI],7-6(4) 6-3 6-3,Rafael Nadal,Roger Federer,W,(ch),1.50,3.5%,1.2%,65.1%,73.2%,73.3%,1/2,2:24
13‑Jan‑2014,Australian Open,Hard,QF,1,22,(1)Nadal d. (22)Grigor Dimitrov [BUL],3-6 7-6(3) 7-6(7) 6-2,Rafael Nadal,Grigor Dimitrov,W,(ch),1.31,2.4%,5.6%,73.4%,72.5%,66.7%,3/6,3:37
13‑Jan‑2014,Australian Open,Hard,R16,1,17,(1)Nadal d. (16)Kei Nishikori [JPN],7-6(3) 7-5 7-6(3),Rafael Nadal,Kei Nishikori,W,(ch),1.20,9.7%,0.8%,71.0%,76.1%,38.9%,6/10,3:17
13‑Jan‑2014,Australian Open,Hard,R32,1,32,(1)Nadal d. (25)Gael Monfils [FRA],6-1 6-2 6-3,Rafael Nadal,Gael Monfils,W,(ch),1.88,2.5%,0.0%,65.8%,73.1%,74.1%,6/6,2:04
13‑Jan‑2014,Australian Open,Hard,R64,1,570,(1)Nadal d. (WC)Thanasi Kokkinakis [AUS],6-2 6-4 6-2,Rafael Nadal,Thanasi Kokkinakis,W,(ch),1.84,9.5%,1.4%,75.7%,82.1%,55.6%,3/3,1:53
13‑Jan‑2014,Australian Open,Hard,R128,1,57,(1)Nadal d. Bernard Tomic [AUS],6-4 RET,Rafael Nadal,Bernard Tomic,W,(ch),1.55,19.2%,3.8%,61.5%,87.5%,60.0%,0/0,0:41
30‑Dec‑2013,Doha,Hard,F,1,31,(1)Nadal d. Gael Monfils [FRA],6-1 6-7(5) 6-2,Rafael Nadal,Gael Monfils,W,(ch),1.60,2.4%,0.0%,76.8%,73.0%,84.2%,4/5,2:00
30‑Dec‑2013,Doha,Hard,SF,1,162,(1)Nadal d. (Q)Peter Gojowczyk [GER],4-6 6-2 6-3,Rafael Nadal,Peter Gojowczyk,W,(ch),1.25,6.9%,2.8%,63.9%,76.1%,42.3%,1/4,2:00
30‑Dec‑2013,Doha,Hard,QF,1,24,(1)Nadal d. (7)Ernests Gulbis [LAT],7-5 6-4,Rafael Nadal,Ernests Gulbis,W,(ch),1.12,4.2%,0.0%,80.6%,63.8%,64.3%,3/5,1:55
30‑Dec‑2013,Doha,Hard,R16,1,74,(1)Nadal d. Tobias Kamke [GER],6-3 6-7(3) 6-3,Rafael Nadal,Tobias Kamke,W,(ch),1.29,5.4%,0.0%,73.9%,73.5%,62.5%,1/2,2:26
30‑Dec‑2013,Doha,Hard,R32,1,47,(1)Nadal d. Lukas Rosol [CZE],6-2 7-6(7),Rafael Nadal,Lukas Rosol,W,(ch),1.27,3.9%,3.9%,68.4%,67.3%,58.3%,4/5,1:44
